transaction_id,user_id,account_age_hours,amount,country,billing_country,ip_country,device_id,card_hash,payment_method,currency,timestamp,card_attempts_last_1h,transactions_last_24h,email_age_days,is_vpn,has_chargeback_history,geo_mismatch,ip_billing_mismatch,new_account,high_amount,high_velocity,fresh_email,risk_score,decision,is_fraud
625,1737,8335,1399.0,DE,RO,RO,device_2110,card_4362,wallet,EUR,2025-03-15 19:31:00,1,20,97,0,1,1,0,0,1,0,0,50,3ds_required,1
626,1414,4002,1491.36,BR,CO,ES,device_2488,card_3676,card,GBP,2025-06-19 08:02:00,9,8,89,0,1,1,1,0,1,1,0,85,block,0
627,2105,5789,1428.96,PL,RO,PL,device_699,card_3058,card,USD,2025-06-16 09:31:00,4,18,60,1,1,1,1,0,1,0,0,75,block,1
628,1085,3491,8.34,CO,PL,IT,device_1249,card_4224,card,USD,2025-06-12 11:21:00,10,16,29,1,0,1,1,0,0,1,0,65,3ds_required,1
629,1346,4889,534.07,ES,GB,DE,device_1647,card_2905,card,EUR,2025-03-20 10:12:00,8,7,43,0,1,1,1,0,0,1,0,75,block,1
630,1997,114,237.67,NL,IT,RO,device_1620,card_3067,paypal,USD,2025-03-19 23:27:00,3,18,137,0,1,1,1,0,0,0,0,55,3ds_required,1
631,1800,2652,214.11,PL,ES,GB,device_2905,card_1626,card,EUR,2025-02-21 20:44:00,1,5,202,1,1,1,1,0,0,0,0,65,3ds_required,0
632,657,3261,1422.82,NL,FR,PL,device_2004,card_4507,paypal,GBP,2025-05-11 00:54:00,3,11,204,1,0,1,1,0,1,0,0,55,3ds_required,1
633,442,347,193.55,GB,BR,ES,device_3144,card_1938,card,GBP,2025-06-01 01:36:00,6,14,305,0,1,1,1,0,0,1,0,75,block,1
634,1156,7962,128.51,PL,IT,CO,device_625,card_4189,card,EUR,2025-02-21 04:18:00,2,9,358,0,1,1,1,0,0,0,0,55,3ds_required,1
635,423,8231,918.6,IT,CO,DE,device_940,card_987,card,USD,2025-01-07 23:37:00,5,7,74,1,0,1,1,0,0,0,0,45,review,0
636,818,1490,1297.2,PL,PL,BR,device_1256,card_1896,card,USD,2025-03-19 13:33:00,8,2,261,1,0,0,1,0,1,1,0,55,3ds_required,1
637,1103,5957,424.43,GB,PL,IT,device_1311,card_390,card,EUR,2025-01-01 02:20:00,1,11,108,1,1,1,1,0,0,0,0,65,3ds_required,1
638,2485,1651,649.21,NL,RO,GB,device_1370,card_2494,card,EUR,2025-05-02 18:40:00,1,18,66,1,1,1,1,0,0,0,0,65,3ds_required,1
639,1481,8665,909.05,IT,NL,IT,device_2394,card_3147,card,EUR,2025-01-24 18:05:00,10,4,21,0,0,1,1,0,0,1,0,55,3ds_required,1
640,405,1227,1413.02,CO,GB,NL,device_2972,card_3885,card,GBP,2025-05-12 05:05:00,3,2,65,0,1,1,1,0,1,0,0,65,3ds_required,1
641,1035,5691,1342.89,RO,FR,PL,device_278,card_3956,paypal,GBP,2025-06-19 13:03:00,9,1,85,1,0,1,1,0,1,1,0,75,block,1
642,2320,997,1192.61,IT,PL,RO,device_2805,card_4362,wallet,EUR,2025-01-31 03:09:00,8,17,196,1,1,1,1,0,1,1,0,95,block,1
643,848,3016,10.38,CO,IT,CO,device_2854,card_73,wallet,USD,2025-04-02 17:12:00,9,9,155,0,1,1,1,0,0,1,0,75,block,1
644,2262,1952,260.81,ES,BR,IT,device_1196,card_321,wallet,EUR,2025-06-21 11:51:00,5,5,138,0,0,1,1,0,0,0,0,35,review,0
645,861,8759,178.7,GB,CO,GB,device_1330,card_682,wallet,GBP,2025-02-18 01:36:00,3,14,313,1,1,1,1,0,0,0,0,65,3ds_required,0
646,43,5825,332.82,NL,DE,NL,device_65,card_4403,wallet,GBP,2025-01-20 09:03:00,7,9,320,0,1,1,1,0,0,1,0,75,block,1
647,1101,3342,874.59,PL,DE,RO,device_950,card_3555,paypal,EUR,2025-06-14 05:37:00,8,3,253,0,1,1,1,0,0,1,0,75,block,1
648,722,3095,856.64,DE,NL,ES,device_1271,card_1335,card,USD,2025-05-06 03:09:00,10,7,35,0,0,1,1,0,0,1,0,55,3ds_required,1
649,1864,6595,154.85,BR,DE,ES,device_2472,card_817,paypal,USD,2025-01-04 18:30:00,2,1,329,0,0,1,1,0,0,0,0,35,review,0
650,1018,1370,405.15,CO,ES,ES,device_3243,card_872,wallet,GBP,2025-05-29 23:00:00,6,3,103,0,1,1,0,0,0,1,0,60,3ds_required,0
651,1820,2673,464.54,RO,DE,IT,device_229,card_4453,wallet,USD,2025-04-25 05:31:00,9,4,10,0,0,1,1,0,0,1,0,55,3ds_required,1
652,421,8382,1330.25,PL,DE,ES,device_919,card_197,card,USD,2025-03-12 03:45:00,3,12,335,1,0,1,1,0,1,0,0,55,3ds_required,0
653,1576,1842,740.27,FR,IT,FR,device_1155,card_2928,card,GBP,2025-03-02 18:03:00,2,12,43,0,0,1,1,0,0,0,0,35,review,0
654,730,7023,798.07,CO,DE,PL,device_616,card_2471,wallet,USD,2025-03-05 10:07:00,2,9,255,1,1,1,1,0,0,0,0,65,3ds_required,0
655,313,36,1293.26,DE,DE,GB,device_606,card_3200,paypal,GBP,2025-05-26 01:29:00,8,3,57,1,1,0,1,0,1,1,0,75,block,1
656,1324,2090,276.9,PL,GB,GB,device_2025,card_3473,paypal,GBP,2025-06-27 02:26:00,7,20,325,1,0,1,0,0,0,1,0,50,3ds_required,0
657,1008,6279,630.9,RO,BR,BR,device_2018,card_4363,wallet,EUR,2025-03-12 00:27:00,2,19,215,0,0,1,0,0,0,0,0,20,approve,0
658,964,5927,9.28,ES,GB,BR,device_1942,card_1095,card,EUR,2025-06-15 21:48:00,6,12,71,1,1,1,1,0,0,1,0,85,block,1
659,2259,6899,367.53,IT,ES,DE,device_481,card_1173,paypal,GBP,2025-01-05 19:06:00,7,12,27,0,0,1,1,0,0,1,0,55,3ds_required,1
660,2433,2592,50.13,GB,DE,FR,device_1004,card_632,card,GBP,2025-06-01 06:59:00,7,5,93,1,0,1,1,0,0,1,0,65,3ds_required,1
661,1227,7704,620.23,GB,RO,ES,device_1175,card_912,card,EUR,2025-06-10 09:50:00,1,20,88,0,0,1,1,0,0,0,0,35,review,0
662,1624,6941,1021.46,RO,BR,NL,device_2344,card_4112,paypal,GBP,2025-02-11 09:09:00,7,6,139,0,1,1,1,0,1,1,0,85,block,0
663,513,3472,603.6,ES,IT,PL,device_753,card_4582,wallet,EUR,2025-05-29 15:35:00,8,16,160,1,1,1,1,0,0,1,0,85,block,1
664,1522,6951,296.12,FR,FR,FR,device_1486,card_4942,paypal,EUR,2025-02-13 14:31:00,5,6,277,0,0,0,0,0,0,0,0,0,approve,0
665,868,180,1136.0,NL,IT,BR,device_827,card_266,card,USD,2025-01-16 11:32:00,10,19,22,1,0,1,1,0,1,1,0,75,block,1
666,382,5057,17.68,GB,NL,PL,device_2049,card_1597,paypal,USD,2025-05-13 02:34:00,6,5,359,0,1,1,1,0,0,1,0,75,block,1
667,2063,1655,755.75,DE,ES,CO,device_3261,card_3131,paypal,GBP,2025-06-08 03:53:00,1,10,82,0,1,1,1,0,0,0,0,55,3ds_required,1
668,383,3795,1327.18,DE,DE,BR,device_2115,card_4987,wallet,GBP,2025-06-19 08:13:00,6,15,67,1,1,0,1,0,1,1,0,75,block,1
669,1765,656,1336.57,PL,IT,IT,device_2501,card_4972,card,EUR,2025-04-14 04:49:00,8,4,7,0,1,1,0,0,1,1,0,70,block,1
670,358,8175,145.7,GB,DE,NL,device_662,card_559,paypal,GBP,2025-03-08 03:24:00,6,3,36,0,1,1,1,0,0,1,0,75,block,1
671,1939,4195,1145.9,RO,DE,FR,device_2330,card_4000,card,USD,2025-06-06 09:02:00,5,13,209,0,1,1,1,0,1,0,0,65,3ds_required,1
672,1285,6123,129.82,PL,BR,RO,device_1077,card_350,wallet,GBP,2025-01-11 09:17:00,4,18,4,0,0,1,1,0,0,0,1,45,review,0
673,1191,6158,241.52,PL,FR,IT,device_1591,card_3787,wallet,EUR,2025-03-05 12:31:00,8,15,328,1,0,1,1,0,0,1,0,65,3ds_required,1
674,444,6504,1153.48,IT,PL,GB,device_265,card_2600,paypal,GBP,2025-03-30 12:39:00,4,16,58,1,1,1,1,0,1,0,0,75,block,1
675,638,7700,222.54,IT,GB,CO,device_129,card_4925,paypal,EUR,2025-06-20 11:27:00,6,14,242,0,0,1,1,0,0,1,0,55,3ds_required,1
676,94,6930,408.42,DE,FR,DE,device_284,card_2244,paypal,EUR,2025-02-24 07:27:00,8,14,268,0,1,1,1,0,0,1,0,75,block,1
677,221,1515,1342.96,PL,GB,NL,device_674,card_1627,paypal,USD,2025-03-29 16:15:00,8,18,352,0,1,1,1,0,1,1,0,85,block,1
678,2337,6376,1235.41,BR,CO,IT,device_319,card_4739,wallet,EUR,2025-02-28 22:24:00,6,1,77,1,0,1,1,0,1,1,0,75,block,1
679,1297,1862,1189.07,PL,NL,BR,device_2959,card_31,paypal,EUR,2025-04-26 11:16:00,8,19,49,0,0,1,1,0,1,1,0,65,3ds_required,1
680,769,6885,1046.19,DE,CO,PL,device_886,card_2852,card,EUR,2025-06-26 21:36:00,10,1,189,1,0,1,1,0,1,1,0,75,block,1
681,1258,8227,1229.48,FR,RO,RO,device_1696,card_3362,paypal,USD,2025-05-31 18:23:00,9,14,267,1,0,1,0,0,1,1,0,60,3ds_required,0
682,1880,7019,562.82,BR,CO,DE,device_2224,card_3571,paypal,USD,2025-06-03 20:15:00,7,10,359,0,0,1,1,0,0,1,0,55,3ds_required,0
683,426,1469,976.19,CO,PL,FR,device_2034,card_4463,card,GBP,2025-03-22 20:19:00,9,19,16,1,1,1,1,0,0,1,0,85,block,1
684,1863,6244,176.18,RO,FR,GB,device_3252,card_3801,paypal,GBP,2025-05-09 03:06:00,7,1,191,0,1,1,1,0,0,1,0,75,block,1
685,1084,5037,1258.53,PL,IT,ES,device_1699,card_268,card,EUR,2025-01-28 22:06:00,6,17,307,1,1,1,1,0,1,1,0,95,block,1
686,2344,7046,366.54,PL,IT,CO,device_2640,card_3223,card,GBP,2025-03-20 02:46:00,3,13,88,1,1,1,1,0,0,0,0,65,3ds_required,1
687,1792,3785,153.87,DE,BR,FR,device_2587,card_4727,paypal,GBP,2025-06-16 20:58:00,5,18,81,1,0,1,1,0,0,0,0,45,review,0
688,382,1529,43.33,ES,CO,DE,device_114,card_4454,card,GBP,2025-03-11 14:45:00,1,5,232,1,0,1,1,0,0,0,0,45,review,0
689,982,3634,448.9,BR,IT,PL,device_3156,card_2134,wallet,EUR,2025-02-20 01:20:00,2,5,321,0,0,1,1,0,0,0,0,35,review,0
690,455,7523,1391.16,FR,FR,DE,device_1157,card_2147,card,EUR,2025-01-15 02:05:00,8,12,106,1,0,0,1,0,1,1,0,55,3ds_required,1
691,90,6779,115.0,FR,IT,PL,device_1538,card_2569,wallet,USD,2025-05-28 04:36:00,3,6,152,0,0,1,1,0,0,0,0,35,review,0
692,2324,516,180.22,GB,GB,RO,device_2515,card_4916,wallet,EUR,2025-01-29 20:00:00,9,9,62,0,0,0,1,0,0,1,0,35,review,0
693,2196,378,779.4,DE,IT,GB,device_471,card_1778,card,USD,2025-01-26 05:23:00,4,3,354,0,1,1,1,0,0,0,0,55,3ds_required,1
694,817,1507,526.09,BR,NL,RO,device_3053,card_4062,paypal,GBP,2025-06-22 06:38:00,7,7,128,0,0,1,1,0,0,1,0,55,3ds_required,1
695,1152,6437,158.83,CO,NL,DE,device_3253,card_1687,wallet,USD,2025-03-20 21:51:00,8,14,305,1,1,1,1,0,0,1,0,85,block,1
696,2488,6276,646.82,CO,GB,GB,device_2592,card_527,paypal,EUR,2025-06-11 22:03:00,1,17,129,1,1,1,0,0,0,0,0,50,3ds_required,1
697,2173,5772,600.47,FR,DE,GB,device_1759,card_1524,paypal,EUR,2025-01-14 05:22:00,4,12,190,0,1,1,1,0,0,0,0,55,3ds_required,1
698,1305,179,1076.62,IT,RO,CO,device_3258,card_2635,card,GBP,2025-01-13 01:23:00,7,10,308,0,0,1,1,0,1,1,0,65,3ds_required,1
699,1139,1226,863.05,PL,PL,GB,device_3332,card_2623,card,EUR,2025-01-10 00:58:00,8,16,23,1,1,0,1,0,0,1,0,65,3ds_required,1
700,1855,2804,904.14,CO,PL,IT,device_2361,card_175,paypal,EUR,2025-04-28 04:13:00,10,1,236,1,0,1,1,0,0,1,0,65,3ds_required,0
701,1650,607,1344.27,BR,ES,GB,device_2642,card_134,card,USD,2025-01-18 07:35:00,7,10,140,1,1,1,1,0,1,1,0,95,block,1
702,2280,5132,743.26,ES,PL,NL,device_2853,card_3724,paypal,GBP,2025-06-26 01:33:00,2,12,316,0,0,1,1,0,0,0,0,35,review,0
703,918,784,1239.06,DE,FR,GB,device_2817,card_3570,card,EUR,2025-01-17 00:33:00,4,12,275,0,0,1,1,0,1,0,0,45,review,0
704,1064,706,170.65,NL,FR,NL,device_1349,card_3110,paypal,GBP,2025-02-01 00:13:00,3,19,235,0,0,1,1,0,0,0,0,35,review,0
705,1308,2425,1130.79,PL,RO,FR,device_2138,card_4323,card,GBP,2025-03-29 00:05:00,8,9,164,1,0,1,1,0,1,1,0,75,block,1
706,1214,1357,532.75,IT,IT,FR,device_308,card_4052,card,EUR,2025-01-03 09:21:00,4,15,197,0,1,0,1,0,0,0,0,35,review,0
707,429,5578,316.95,CO,BR,BR,device_1284,card_2555,wallet,USD,2025-04-30 07:00:00,3,17,54,0,0,1,0,0,0,0,0,20,approve,0
708,1490,6318,1462.72,CO,BR,IT,device_3195,card_3279,card,EUR,2025-02-20 13:53:00,7,6,351,1,0,1,1,0,1,1,0,75,block,1
709,439,1806,364.64,RO,DE,NL,device_118,card_3902,wallet,GBP,2025-03-24 09:37:00,6,9,60,0,1,1,1,0,0,1,0,75,block,1
710,617,6504,755.77,BR,GB,ES,device_1808,card_2234,paypal,EUR,2025-01-09 22:40:00,7,14,99,1,0,1,1,0,0,1,0,65,3ds_required,1
711,2434,4521,796.7,RO,BR,PL,device_448,card_409,wallet,EUR,2025-06-24 13:48:00,2,8,58,0,0,1,1,0,0,0,0,35,review,0
712,2357,4362,361.96,BR,FR,NL,device_928,card_3315,paypal,USD,2025-01-19 10:36:00,4,9,253,0,0,1,1,0,0,0,0,35,review,0
713,834,5696,957.16,CO,NL,ES,device_387,card_1517,wallet,GBP,2025-04-24 06:04:00,8,10,352,0,0,1,1,0,0,1,0,55,3ds_required,1
714,285,2731,285.08,RO,DE,ES,device_2729,card_3888,paypal,USD,2025-01-04 18:59:00,3,9,39,0,0,1,1,0,0,0,0,35,review,0
715,2434,5770,1454.46,CO,ES,RO,device_1014,card_3872,card,EUR,2025-05-30 01:56:00,1,19,348,1,0,1,1,0,1,0,0,55,3ds_required,1
716,686,2402,1164.01,FR,NL,GB,device_1854,card_4020,wallet,USD,2025-04-10 08:15:00,5,16,129,1,1,1,1,0,1,0,0,75,block,1
717,1445,4934,1066.68,BR,CO,RO,device_462,card_2212,wallet,GBP,2025-05-13 13:37:00,1,5,210,0,0,1,1,0,1,0,0,45,review,0
718,1464,8157,51.2,CO,PL,GB,device_846,card_732,card,USD,2025-04-27 06:40:00,2,9,320,1,0,1,1,0,0,0,0,45,review,0
719,1087,5716,1332.55,PL,CO,PL,device_1132,card_2534,card,EUR,2025-04-16 11:56:00,9,11,313,0,1,1,1,0,1,1,0,85,block,0
720,2322,5686,436.17,ES,RO,DE,device_1911,card_1231,wallet,USD,2025-04-24 13:24:00,9,6,155,1,1,1,1,0,0,1,0,85,block,1
721,1208,256,683.52,IT,NL,CO,device_506,card_436,paypal,USD,2025-01-01 22:14:00,7,12,338,0,0,1,1,0,0,1,0,55,3ds_required,1
722,1435,4642,1178.97,BR,BR,DE,device_353,card_2218,card,GBP,2025-02-05 19:30:00,7,19,41,1,0,0,1,0,1,1,0,55,3ds_required,1
723,1453,4076,1218.51,PL,PL,PL,device_402,card_2141,paypal,GBP,2025-02-26 13:37:00,3,19,223,1,0,0,0,0,1,0,0,20,approve,0
724,818,4097,207.86,BR,IT,NL,device_1250,card_702,paypal,GBP,2025-06-18 18:38:00,8,18,93,1,1,1,1,0,0,1,0,85,block,1
725,2157,7241,1042.73,BR,GB,RO,device_1451,card_3504,paypal,USD,2025-06-25 00:37:00,7,15,14,0,1,1,1,0,1,1,0,85,block,1
726,576,4955,1181.01,CO,BR,GB,device_522,card_4451,wallet,USD,2025-01-10 17:54:00,7,5,206,0,1,1,1,0,1,1,0,85,block,0
727,2122,7541,1259.6,FR,ES,NL,device_3400,card_877,paypal,GBP,2025-01-18 17:32:00,5,19,246,1,0,1,1,0,1,0,0,55,3ds_required,1
728,2395,8370,1110.35,ES,IT,BR,device_591,card_4605,wallet,USD,2025-01-25 19:57:00,4,5,154,1,0,1,1,0,1,0,0,55,3ds_required,0
729,823,1880,105.38,DE,CO,FR,device_2130,card_794,card,EUR,2025-01-19 20:39:00,8,1,258,1,1,1,1,0,0,1,0,85,block,1
730,499,4914,609.81,DE,IT,BR,device_1067,card_3598,wallet,GBP,2025-01-23 10:15:00,7,5,325,0,0,1,1,0,0,1,0,55,3ds_required,1
731,986,2798,769.71,BR,IT,RO,device_1968,card_2376,paypal,GBP,2025-01-19 04:59:00,10,16,188,1,1,1,1,0,0,1,0,85,block,1
732,440,7602,628.26,PL,DE,ES,device_1161,card_3745,card,GBP,2025-03-12 21:26:00,1,19,155,0,1,1,1,0,0,0,0,55,3ds_required,1
733,1453,2283,704.52,RO,NL,ES,device_649,card_2931,wallet,GBP,2025-02-08 08:54:00,6,17,199,0,0,1,1,0,0,1,0,55,3ds_required,1
734,1442,5559,691.93,DE,NL,NL,device_1614,card_559,wallet,USD,2025-03-10 13:03:00,8,20,337,0,1,1,0,0,0,1,0,60,3ds_required,1
735,1328,5704,878.82,PL,FR,ES,device_121,card_1304,card,EUR,2025-05-02 02:34:00,2,16,347,1,1,1,1,0,0,0,0,65,3ds_required,0
736,970,1728,1350.19,DE,PL,PL,device_264,card_508,wallet,USD,2025-01-21 20:08:00,1,3,226,1,0,1,0,0,1,0,0,40,review,0
737,713,5262,165.95,RO,PL,DE,device_2611,card_4701,wallet,EUR,2025-02-05 15:06:00,5,16,224,1,0,1,1,0,0,0,0,45,review,0
738,825,2656,653.92,BR,IT,FR,device_2385,card_199,wallet,GBP,2025-01-18 12:19:00,4,2,71,0,1,1,1,0,0,0,0,55,3ds_required,0
739,2328,1180,514.36,BR,RO,IT,device_3410,card_1700,wallet,USD,2025-04-02 04:14:00,6,12,316,0,0,1,1,0,0,1,0,55,3ds_required,1
740,1541,1162,855.88,DE,BR,NL,device_414,card_967,paypal,EUR,2025-01-10 08:54:00,10,18,169,0,0,1,1,0,0,1,0,55,3ds_required,0
741,1188,4119,588.69,GB,FR,DE,device_1180,card_613,wallet,GBP,2025-02-13 22:41:00,9,20,256,1,1,1,1,0,0,1,0,85,block,1
742,2237,1817,876.24,NL,ES,ES,device_1385,card_3453,paypal,EUR,2025-03-02 21:37:00,1,5,104,1,0,1,0,0,0,0,0,30,review,0
743,966,8087,114.0,CO,CO,ES,device_1417,card_580,paypal,GBP,2025-05-15 14:00:00,10,3,282,1,0,0,1,0,0,1,0,45,review,0
744,1109,684,160.57,RO,BR,IT,device_2664,card_2870,paypal,USD,2025-02-25 05:39:00,4,1,28,0,0,1,1,0,0,0,0,35,review,0
745,2189,6216,1024.5,ES,BR,RO,device_214,card_3172,paypal,GBP,2025-01-23 19:10:00,7,14,281,0,0,1,1,0,1,1,0,65,3ds_required,1
746,1507,5764,294.5,PL,ES,IT,device_951,card_754,wallet,EUR,2025-02-11 08:19:00,7,18,290,0,0,1,1,0,0,1,0,55,3ds_required,0
747,1024,932,119.53,DE,RO,DE,device_1158,card_359,paypal,USD,2025-04-20 15:59:00,4,10,66,1,1,1,1,0,0,0,0,65,3ds_required,1
748,315,1252,379.05,BR,IT,RO,device_2889,card_2925,card,USD,2025-05-10 19:43:00,5,12,282,1,0,1,1,0,0,0,0,45,review,0
749,2158,4384,481.69,BR,BR,FR,device_222,card_2840,paypal,GBP,2025-06-23 01:04:00,10,16,143,0,0,0,1,0,0,1,0,35,review,0
750,562,8536,349.65,BR,IT,FR,device_1526,card_1163,card,EUR,2025-05-08 03:06:00,8,15,58,0,1,1,1,0,0,1,0,75,block,0
751,1108,4555,884.42,NL,FR,ES,device_1144,card_4996,paypal,USD,2025-01-04 10:21:00,7,13,227,0,0,1,1,0,0,1,0,55,3ds_required,1
752,756,7063,801.08,NL,ES,BR,device_3126,card_2850,card,GBP,2025-05-18 08:21:00,6,9,302,0,0,1,1,0,0,1,0,55,3ds_required,1
753,1778,7005,1175.01,ES,FR,BR,device_1590,card_2355,wallet,USD,2025-03-19 03:45:00,10,19,265,1,0,1,1,0,1,1,0,75,block,0
754,1915,3904,202.15,ES,NL,NL,device_351,card_2048,wallet,USD,2025-03-03 10:42:00,10,13,19,1,1,1,0,0,0,1,0,70,block,1
755,1027,203,190.84,CO,GB,NL,device_3472,card_1465,paypal,USD,2025-01-04 03:26:00,8,1,238,0,1,1,1,0,0,1,0,75,block,1
756,2280,3570,615.87,CO,FR,NL,device_2500,card_4518,paypal,EUR,2025-03-22 04:18:00,3,9,141,1,1,1,1,0,0,0,0,65,3ds_required,1
757,715,2407,1307.5,ES,IT,FR,device_2682,card_316,card,GBP,2025-04-03 05:53:00,8,19,162,0,0,1,1,0,1,1,0,65,3ds_required,1
758,1062,4218,29.1,GB,BR,ES,device_2460,card_1923,paypal,EUR,2025-01-15 02:30:00,9,15,57,0,0,1,1,0,0,1,0,55,3ds_required,1
759,2337,6085,1244.56,PL,FR,PL,device_1160,card_1173,card,USD,2025-04-21 11:52:00,6,11,208,1,1,1,1,0,1,1,0,95,block,0
760,1205,511,244.67,ES,NL,DE,device_2422,card_210,card,GBP,2025-02-08 11:58:00,6,17,260,1,0,1,1,0,0,1,0,65,3ds_required,1
761,2387,535,987.3,DE,PL,FR,device_317,card_1840,wallet,GBP,2025-04-15 13:45:00,9,14,275,0,0,1,1,0,0,1,0,55,3ds_required,1
762,2149,8526,664.32,NL,IT,CO,device_1201,card_2000,paypal,EUR,2025-05-26 10:54:00,6,8,233,1,0,1,1,0,0,1,0,65,3ds_required,1
763,1823,6717,546.01,GB,BR,BR,device_314,card_2968,wallet,USD,2025-04-21 04:14:00,4,15,214,0,0,1,0,0,0,0,0,20,approve,0
764,2203,4014,1165.79,PL,CO,DE,device_2481,card_2133,paypal,USD,2025-02-27 03:12:00,2,3,209,1,0,1,1,0,1,0,0,55,3ds_required,1
765,812,2948,1315.23,ES,DE,FR,device_1715,card_2158,wallet,GBP,2025-06-19 07:46:00,8,4,64,0,1,1,1,0,1,1,0,85,block,1
766,684,1197,202.9,BR,PL,PL,device_1452,card_1045,paypal,GBP,2025-04-12 09:18:00,4,10,60,1,1,1,0,0,0,0,0,50,3ds_required,1
767,442,742,115.26,GB,RO,PL,device_2584,card_3685,wallet,USD,2025-02-22 15:55:00,8,5,93,0,0,1,1,0,0,1,0,55,3ds_required,0
768,2432,6061,1012.49,RO,PL,GB,device_1797,card_1448,wallet,GBP,2025-04-18 01:21:00,5,4,118,1,1,1,1,0,1,0,0,75,block,1
769,2311,8482,1346.47,CO,BR,PL,device_1169,card_2645,paypal,USD,2025-05-18 20:41:00,3,5,21,0,1,1,1,0,1,0,0,65,3ds_required,1
770,2356,5151,153.7,NL,DE,FR,device_1180,card_2244,paypal,USD,2025-02-10 17:04:00,3,10,132,0,0,1,1,0,0,0,0,35,review,0
771,1142,2311,148.48,BR,BR,DE,device_113,card_4903,card,GBP,2025-04-08 22:11:00,4,1,250,0,1,0,1,0,0,0,0,35,review,0
772,833,4618,1413.0,CO,PL,RO,device_2134,card_1034,paypal,USD,2025-06-17 02:46:00,2,4,227,1,1,1,1,0,1,0,0,75,block,1
773,561,4563,1098.79,FR,GB,FR,device_3049,card_1823,wallet,EUR,2025-03-01 13:11:00,3,17,171,1,1,1,1,0,1,0,0,75,block,1
774,2101,1214,1061.68,GB,ES,PL,device_412,card_4271,paypal,EUR,2025-06-03 04:16:00,9,2,324,0,0,1,1,0,1,1,0,65,3ds_required,1
775,1541,3608,1011.65,NL,RO,DE,device_1985,card_1533,wallet,USD,2025-02-21 10:41:00,3,7,325,0,0,1,1,0,1,0,0,45,review,0
776,14,7116,105.56,BR,CO,IT,device_2909,card_1460,card,USD,2025-05-06 05:50:00,5,20,194,0,1,1,1,0,0,0,0,55,3ds_required,1
777,738,4917,1261.83,NL,RO,RO,device_3264,card_3213,wallet,USD,2025-04-09 22:12:00,8,10,49,0,0,1,0,0,1,1,0,50,3ds_required,0
778,1177,6875,1454.2,GB,IT,PL,device_475,card_1444,paypal,USD,2025-05-01 06:15:00,2,12,356,1,0,1,1,0,1,0,0,55,3ds_required,0
779,1982,8015,903.58,IT,ES,NL,device_1098,card_4158,card,USD,2025-01-12 01:39:00,9,11,133,1,1,1,1,0,0,1,0,85,block,1
780,1811,6967,601.03,ES,NL,RO,device_2983,card_1794,paypal,GBP,2025-05-30 00:11:00,1,10,229,1,0,1,1,0,0,0,0,45,review,0
781,2345,2729,806.34,FR,CO,CO,device_1351,card_1059,wallet,GBP,2025-01-04 15:01:00,1,13,46,1,1,1,0,0,0,0,0,50,3ds_required,0
782,2265,1040,984.12,BR,IT,GB,device_2194,card_1626,card,GBP,2025-03-14 00:04:00,4,10,82,1,1,1,1,0,0,0,0,65,3ds_required,1
783,2265,4075,1410.32,ES,ES,BR,device_420,card_4109,paypal,USD,2025-01-08 16:44:00,3,10,154,0,0,0,1,0,1,0,0,25,approve,0
784,1013,554,412.33,FR,PL,PL,device_538,card_2212,card,EUR,2025-01-14 10:49:00,9,14,10,0,0,1,0,0,0,1,0,40,review,0
785,392,6409,295.45,CO,NL,GB,device_1742,card_4198,wallet,EUR,2025-02-25 00:07:00,5,15,103,0,1,1,1,0,0,0,0,55,3ds_required,0
786,2361,7724,567.99,PL,FR,IT,device_1665,card_4596,paypal,USD,2025-02-21 18:39:00,9,17,125,1,0,1,1,0,0,1,0,65,3ds_required,0
787,1613,6107,1145.24,FR,RO,IT,device_2367,card_204,paypal,EUR,2025-03-23 09:20:00,6,16,288,0,1,1,1,0,1,1,0,85,block,1
788,343,1563,843.52,IT,RO,CO,device_1024,card_688,card,USD,2025-04-23 05:28:00,8,17,290,0,0,1,1,0,0,1,0,55,3ds_required,0
789,1033,6748,470.63,GB,DE,ES,device_1317,card_4632,wallet,USD,2025-06-08 15:19:00,1,9,353,0,1,1,1,0,0,0,0,55,3ds_required,1
790,1283,3863,486.15,RO,BR,BR,device_3030,card_668,card,USD,2025-05-08 07:05:00,2,13,65,0,0,1,0,0,0,0,0,20,approve,0
791,2130,1991,253.46,RO,FR,ES,device_1738,card_4057,card,GBP,2025-05-27 05:01:00,9,16,71,1,1,1,1,0,0,1,0,85,block,1
792,482,7135,1493.64,NL,BR,GB,device_2520,card_3045,wallet,GBP,2025-01-31 05:01:00,3,10,267,0,1,1,1,0,1,0,0,65,3ds_required,1
793,1030,7736,697.01,GB,DE,DE,device_2148,card_3882,card,USD,2025-03-17 18:51:00,3,5,240,0,0,1,0,0,0,0,0,20,approve,0
794,1278,3075,302.91,FR,BR,RO,device_1356,card_776,card,GBP,2025-03-27 07:45:00,10,6,34,1,0,1,1,0,0,1,0,65,3ds_required,1
795,58,3157,415.5,PL,CO,NL,device_1505,card_3304,paypal,GBP,2025-04-09 11:44:00,4,3,303,0,0,1,1,0,0,0,0,35,review,0
796,887,4588,271.6,CO,FR,DE,device_3265,card_4279,wallet,GBP,2025-05-20 10:56:00,7,11,294,1,1,1,1,0,0,1,0,85,block,1
